Cab_App_Type,Source,Destination,Price,Availability,Cab_Type,,,,
Uber,ennore,chennai beach,117,4,Bike,,,,
Uber,ennore,chennai beach,324,3,Uber Go,,,,
Uber,ennore,chennai beach,367,5,Uber XL,,,,
Ola,ennore,chennai beach,306,4,Auto,,,,
Ola,ennore,chennai beach,120,2,Bike,,,,
Ola,ennore,chennai beach,344,1,Mini,,,,
Ola,ennore,chennai beach,398,7,Prime Sedan,,,,
Rapido,ennore,chennai beach,333,2,Auto,,,,
Rapido,ennore,chennai beach,112,2,Bike,,,,
Rapido,ennore,chennai beach,336,4,Cab,,,,
Uber,guduvancheri,vandalur,156,4,Auto,,,,
Uber,guduvancheri,vandalur,67,4,Bike,,,,
Uber,guduvancheri,vandalur,143,5,Uber Go,,,,
Uber,guduvancheri,vandalur,179,3,Uber XL,,,,
Ola,guduvancheri,vandalur,135,6,Auto,,,,
Ola,guduvancheri,vandalur,50,1,Bike,,,,
Ola,guduvancheri,vandalur,217,3,Mini,,,,
Ola,guduvancheri,vandalur,243,4,Prime Sedan,,,,
Rapido,guduvancheri,vandalur,149,1,Auto,,,,
Rapido,guduvancheri,vandalur,62,4,Bike,,,,
Rapido,guduvancheri,vandalur,250,1,Cab,,,,
Uber,guindy,chennai fort,249,2,Auto,,,,
Uber,guindy,chennai fort,196,1,Bike,,,,
Uber,guindy,chennai fort,235,1,Uber Go,,,,
Uber,guindy,chennai fort,289,3,Uber XL,,,,
Ola,guindy,chennai fort,197,1,Auto,,,,
Ola,guindy,chennai fort,85,6,Bike,,,,
Ola,guindy,chennai fort,242,6,Mini,,,,
Ola,guindy,chennai fort,252,3,Prime Sedan,,,,
Rapido,guindy,chennai fort,329,1,Auto,,,,
Rapido,guindy,chennai fort,181,8,Bike,,,,
Rapido,guindy,chennai fort,257,4,Cab,,,,
Uber,guindy,kovalam,412,2,Auto,,,,
Uber,guindy,kovalam,354,3,Bike,,,,
Uber,guindy,kovalam,698,3,Uber Go,,,,
Uber,guindy,kovalam,749,4,Uber XL,,,,
Ola,guindy,kovalam,429,9,Auto,,,,
Ola,guindy,kovalam,372,1,Bike,,,,
Ola,guindy,kovalam,718,2,Mini,,,,
Ola,guindy,kovalam,721,5,Prime Sedan,,,,
Rapido,guindy,kovalam,428,5,Auto,,,,
Rapido,guindy,kovalam,351,6,Bike,,,,
Rapido,guindy,kovalam,691,3,Cab,,,,
Uber,guindy,liitle mount,65,2,Auto,,,,
Uber,guindy,liitle mount,41,4,Bike,,,,
Uber,guindy,liitle mount,125,1,Uber Go,,,,
Uber,guindy,liitle mount,184,5,Uber XL,,,,
Ola,guindy,liitle mount,55,5,Auto,,,,
Ola,guindy,liitle mount,25,9,Bike,,,,
Ola,guindy,liitle mount,131,7,Mini,,,,
Ola,guindy,liitle mount,138,5,Prime Sedan,,,,
Rapido,guindy,liitle mount,99,1,Auto,,,,
Rapido,guindy,liitle mount,34,8,Bike,,,,
Rapido,guindy,liitle mount,125,6,Cab,,,,
Uber,guindy,little mount,113,4,Auto,,,,
Uber,guindy,little mount,52,2,Bike,,,,
Uber,guindy,little mount,121,2,Uber Go,,,,
Uber,guindy,little mount,158,3,Uber XL,,,,
Ola,guindy,little mount,69,8,Auto,,,,
Ola,guindy,little mount,27,5,Bike,,,,
Ola,guindy,little mount,131,4,Mini,,,,
Ola,guindy,little mount,139,2,Prime Sedan,,,,
Rapido,guindy,little mount,99,2,Auto,,,,
Rapido,guindy,little mount,34,4,Bike,,,,
Rapido,guindy,little mount,125,7,Cab,,,,
Uber,guindy,mambalam,149,2,Auto,,,,
Uber,guindy,mambalam,76,3,Bike,,,,
Uber,guindy,mambalam,155,1,Uber Go,,,,
Uber,guindy,mambalam,169,8,Uber XL,,,,
Ola,guindy,mambalam,112,1,Auto,,,,
Ola,guindy,mambalam,59,1,Bike,,,,
Ola,guindy,mambalam,169,1,Mini,,,,
Ola,guindy,mambalam,162,4,Prime Sedan,,,,
Rapido,guindy,mambalam,145,3,Auto,,,,
Rapido,guindy,mambalam,71,2,Bike,,,,
Rapido,guindy,mambalam,216,1,Cab,,,,
Uber,guindy,pazhavanthangal,125,2,Auto,,,,
Uber,guindy,pazhavanthangal,62,1,Bike,,,,
Uber,guindy,pazhavanthangal,125,1,Uber Go,,,,
Uber,guindy,pazhavanthangal,173,3,Uber XL,,,,
Ola,guindy,pazhavanthangal,115,1,Auto,,,,
Ola,guindy,pazhavanthangal,50,6,Bike,,,,
Ola,guindy,pazhavanthangal,119,6,Mini,,,,
Ola,guindy,pazhavanthangal,173,3,Prime Sedan,,,,
Rapido,guindy,pazhavanthangal,202,1,Auto,,,,
Rapido,guindy,pazhavanthangal,77,8,Bike,,,,
Rapido,guindy,pazhavanthangal,128,4,Cab,,,,
Uber,hindu college,avadi,95,4,Auto,,,,
Uber,hindu college,avadi,65,2,Bike,,,,
Uber,hindu college,avadi,129,2,Uber Go,,,,
Uber,hindu college,avadi,189,3,Uber XL,,,,
Ola,hindu college,avadi,87,8,Auto,,,,
Ola,hindu college,avadi,25,5,Bike,,,,
Ola,hindu college,avadi,135,4,Mini,,,,
Ola,hindu college,avadi,142,2,Prime Sedan,,,,
Rapido,hindu college,avadi,149,2,Auto,,,,
Rapido,hindu college,avadi,60,4,Bike,,,,
Rapido,hindu college,avadi,125,7,Cab,,,,
Uber,hindu college,korattur,231,1,Auto,,,,
Uber,hindu college,korattur,139,5,Bike,,,,
Uber,hindu college,korattur,213,3,Uber Go,,,,
Uber,hindu college,korattur,247,7,Uber XL,,,,
Ola,hindu college,korattur,285,1,Auto,,,,
Ola,hindu college,korattur,130,1,Bike,,,,
Ola,hindu college,korattur,394,4,Mini,,,,
Ola,hindu college,korattur,454,3,Prime Sedan,,,,
Rapido,hindu college,korattur,228,1,Auto,,,,
Rapido,hindu college,korattur,151,8,Bike,,,,
Rapido,hindu college,korattur,381,4,Cab,,,,
Uber,hindu college,tiruninravur,124,3,Auto,,,,
Uber,hindu college,tiruninravur,91,2,Bike,,,,
Uber,hindu college,tiruninravur,185,5,Uber Go,,,,
Uber,hindu college,tiruninravur,187,6,Uber XL,,,,
Ola,hindu college,tiruninravur,122,5,Auto,,,,
Ola,hindu college,tiruninravur,50,2,Bike,,,,
Ola,hindu college,tiruninravur,175,5,Mini,,,,
Ola,hindu college,tiruninravur,192,9,Prime Sedan,,,,
Rapido,hindu college,tiruninravur,223,6,Auto,,,,
Rapido,hindu college,tiruninravur,87,6,Bike,,,,
Rapido,hindu college,tiruninravur,157,5,Cab,,,,
Uber,indira nagar,velachery,145,3,Auto,,,,
Uber,indira nagar,velachery,62,3,Bike,,,,
Uber,indira nagar,velachery,169,5,Uber Go,,,,
Uber,indira nagar,velachery,179,2,Uber XL,,,,
Ola,indira nagar,velachery,244,1,Auto,,,,
Ola,indira nagar,velachery,90,9,Bike,,,,
Ola,indira nagar,velachery,320,3,Mini,,,,
Ola,indira nagar,velachery,368,4,Prime Sedan,,,,
Rapido,indira nagar,velachery,158,2,Auto,,,,
Rapido,indira nagar,velachery,61,5,Bike,,,,
Rapido,indira nagar,velachery,264,2,Cab,,,,
Uber,Iyyappanthangal,porur,37,4,Bike,,,,
Uber,Iyyappanthangal,porur,179,3,Uber Go,,,,
Uber,Iyyappanthangal,porur,131,2,Auto,,,,
Uber,Iyyappanthangal,porur,291,4,Uber XL,,,,
Ola,Iyyappanthangal,porur,83,1,Auto,,,,
Ola,Iyyappanthangal,porur,28,3,Bike,,,,
Ola,Iyyappanthangal,porur,163,1,Mini,,,,
Ola,Iyyappanthangal,porur,160,1,Prime Sedan,,,,
Rapido,Iyyappanthangal,porur,87,3,Auto,,,,
Rapido,Iyyappanthangal,porur,26,3,Bike,,,,
Rapido,Iyyappanthangal,porur,125,3,Cab,,,,
Uber,jayanthi theatre,kaiveli,159,2,Auto,,,,
Uber,jayanthi theatre,kaiveli,89,1,Bike,,,,
Uber,jayanthi theatre,kaiveli,178,6,Uber Go,,,,
Ola,jayanthi theatre,kaiveli,170,1,Auto,,,,
Ola,jayanthi theatre,kaiveli,86,2,Bike,,,,
Ola,jayanthi theatre,kaiveli,189,1,Mini,,,,
Ola,jayanthi theatre,kaiveli,230,3,Prime Sedan,,,,
Rapido,jayanthi theatre,kaiveli,231,3,Auto,,,,
Rapido,jayanthi theatre,kaiveli,93,1,Bike,,,,
Rapido,jayanthi theatre,kaiveli,149,4,Cab,,,,
Uber,jj nagar west terminus,park station,121,1,Auto,,,,
Uber,jj nagar west terminus,park station,84,5,Bike,,,,
Uber,jj nagar west terminus,park station,189,1,Uber Go,,,,
Uber,jj nagar west terminus,park station,212,4,Uber XL,,,,
Ola,jj nagar west terminus,park station,118,4,Auto,,,,
Ola,jj nagar west terminus,park station,60,4,Bike,,,,
Ola,jj nagar west terminus,park station,176,7,Mini,,,,
Ola,jj nagar west terminus,park station,169,3,Prime Sedan,,,,
Rapido,jj nagar west terminus,park station,179,7,Auto,,,,
Rapido,jj nagar west terminus,park station,78,1,Bike,,,,
Rapido,jj nagar west terminus,park station,130,4,Cab,,,,
Uber,kaiveli,st thomas mount,212,7,Auto,,,,
Uber,kaiveli,st thomas mount,105,4,Bike,,,,
Uber,kaiveli,st thomas mount,273,3,Uber Go,,,,
Uber,kaiveli,st thomas mount,369,5,Uber XL,,,,
Ola,kaiveli,st thomas mount,109,4,Auto,,,,
Ola,kaiveli,st thomas mount,50,2,Bike,,,,
Ola,kaiveli,st thomas mount,184,1,Mini,,,,
Ola,kaiveli,st thomas mount,199,7,Prime Sedan,,,,
Rapido,kaiveli,st thomas mount,225,1,Auto,,,,
Rapido,kaiveli,st thomas mount,101,2,Bike,,,,
Rapido,kaiveli,st thomas mount,157,4,Cab,,,,
Uber,kaiveli,ponmar,210,8,Auto,,,,
Uber,kaiveli,ponmar,110,1,Bike,,,,
Uber,kaiveli,ponmar,250,5,Uber Go,,,,
Uber,kaiveli,ponmar,399,2,Uber XL,,,,
Ola,kaiveli,ponmar,251,8,Auto,,,,
Ola,kaiveli,ponmar,120,2,Bike,,,,
Ola,kaiveli,ponmar,347,1,Mini,,,,
Ola,kaiveli,ponmar,394,6,Prime Sedan,,,,
Rapido,kaiveli,ponmar,244,2,Auto,,,,
Rapido,kaiveli,ponmar,179,1,Bike,,,,
Rapido,kaiveli,ponmar,319,3,Cab,,,,
Uber,kathivakkam,V.O.C nagar,183,6,Auto,,,,
Uber,kathivakkam,V.O.C nagar,102,2,Bike,,,,
Uber,kathivakkam,V.O.C nagar,189,3,Uber Go,,,,
Uber,kathivakkam,V.O.C nagar,197,5,Uber XL,,,,
Ola,kathivakkam,V.O.C nagar,600,1,Auto,,,,
Ola,kathivakkam,V.O.C nagar,90,2,Bike,,,,
Ola,kathivakkam,V.O.C nagar,632,1,Mini,,,,
Ola,kathivakkam,V.O.C nagar,803,3,Prime Sedan,,,,
Rapido,kathivakkam,V.O.C nagar,186,3,Auto,,,,
Rapido,kathivakkam,V.O.C nagar,104,1,Bike,,,,
Rapido,kathivakkam,V.O.C nagar,293,4,Cab,,,,
Uber,keelkattalai,SRP tools,198,5,Auto,,,,
Uber,keelkattalai,SRP tools,97,1,Bike,,,,
Uber,keelkattalai,SRP tools,199,4,Uber Go,,,,
Uber,keelkattalai,SRP tools,280,7,Uber XL,,,,
Ola,keelkattalai,SRP tools,200,3,Auto,,,,
Ola,keelkattalai,SRP tools,96,1,Bike,,,,
Ola,keelkattalai,SRP tools,203,3,Mini,,,,
Ola,keelkattalai,SRP tools,236,8,Prime Sedan,,,,
Rapido,keelkattalai,SRP tools,217,2,Auto,,,,
Rapido,keelkattalai,SRP tools,107,1,Bike,,,,
Rapido,keelkattalai,SRP tools,165,3,Cab,,,,
Uber,KK nagar,ashok pillar,89,3,Auto,,,,
Uber,KK nagar,ashok pillar,52,2,Bike,,,,
Uber,KK nagar,ashok pillar,301,5,Uber Go,,,,
Uber,KK nagar,ashok pillar,349,6,Uber XL,,,,
Ola,KK nagar,ashok pillar,228,1,Auto,,,,
Ola,KK nagar,ashok pillar,85,2,Bike,,,,
Ola,KK nagar,ashok pillar,307,5,Mini,,,,
Ola,KK nagar,ashok pillar,350,9,Prime Sedan,,,,
Rapido,KK nagar,ashok pillar,73,1,Auto,,,,
Rapido,KK nagar,ashok pillar,42,2,Bike,,,,
Rapido,KK nagar,ashok pillar,125,5,Cab,,,,
Uber,kodambakkam,mambalam,702,7,Auto,,,,
Uber,kodambakkam,mambalam,59,4,Bike,,,,
Uber,kodambakkam,mambalam,713,3,Uber Go,,,,
Uber,kodambakkam,mambalam,712,5,Uber XL,,,,
Ola,kodambakkam,mambalam,704,2,Auto,,,,
Ola,kodambakkam,mambalam,583,4,Bike,,,,
Ola,kodambakkam,mambalam,1000,2,Mini,,,,
Ola,kodambakkam,mambalam,1179,1,Prime Sedan,,,,
Rapido,kodambakkam,mambalam,102,4,Auto,,,,
Rapido,kodambakkam,mambalam,55,1,Bike,,,,
Rapido,kodambakkam,mambalam,150,1,Cab,,,,
Uber,Kodambakkam,puliyanthope,103,2,Bike,,,,
Uber,Kodambakkam,puliyanthope,269,5,Uber Go,,,,
Uber,Kodambakkam,puliyanthope,211,2,Auto,,,,
Uber,Kodambakkam,puliyanthope,500,5,Uber XL,,,,
Ola,Kodambakkam,puliyanthope,187,1,Auto,,,,
Ola,Kodambakkam,puliyanthope,60,3,Bike,,,,
Ola,Kodambakkam,puliyanthope,254,2,Mini,,,,
Ola,Kodambakkam,puliyanthope,245,3,Prime Sedan,,,,
Rapido,Kodambakkam,puliyanthope,160,3,Auto,,,,
Rapido,Kodambakkam,puliyanthope,87,3,Bike,,,,
Rapido,Kodambakkam,puliyanthope,187,3,Cab,,,,
Uber,kolathur,kaiveli,367,7,Auto,,,,
Uber,kolathur,kaiveli,295,4,Bike,,,,
Uber,kolathur,kaiveli,374,3,Uber Go,,,,
Uber,kolathur,kaiveli,389,5,Uber XL,,,,
Ola,kolathur,kaiveli,394,4,Auto,,,,
Ola,kolathur,kaiveli,175,2,Bike,,,,
Ola,kolathur,kaiveli,503,1,Mini,,,,
Ola,kolathur,kaiveli,587,7,Prime Sedan,,,,
Rapido,kolathur,kaiveli,333,1,Auto,,,,
Rapido,kolathur,kaiveli,265,2,Bike,,,,
Rapido,kolathur,kaiveli,569,4,Cab,,,,
Uber,kolathur,pallikaranai,389,2,Auto,,,,
Uber,kolathur,pallikaranai,395,3,Bike,,,,
Uber,kolathur,pallikaranai,395,3,Uber Go,,,,
Uber,kolathur,pallikaranai,432,4,Uber XL,,,,
Ola,kolathur,pallikaranai,448,9,Auto,,,,
Ola,kolathur,pallikaranai,317,1,Bike,,,,
Ola,kolathur,pallikaranai,594,2,Mini,,,,
Ola,kolathur,pallikaranai,696,5,Prime Sedan,,,,
Rapido,kolathur,pallikaranai,385,5,Auto,,,,
Rapido,kolathur,pallikaranai,308,6,Bike,,,,
Rapido,kolathur,pallikaranai,615,3,Cab,,,,
Uber,kolathur,saidapet,232,5,Auto,,,,
Uber,kolathur,saidapet,89,6,Bike,,,,
Uber,kolathur,saidapet,245,3,Uber Go,,,,
Uber,kolathur,saidapet,268,1,Uber XL,,,,
Ola,kolathur,saidapet,264,2,Auto,,,,
Ola,kolathur,saidapet,85,3,Bike,,,,
Ola,kolathur,saidapet,316,6,Mini,,,,
Ola,kolathur,saidapet,362,5,Prime Sedan,,,,
Rapido,kolathur,saidapet,225,2,Auto,,,,
Rapido,kolathur,saidapet,157,3,Bike,,,,
Rapido,kolathur,saidapet,375,7,Cab,,,,
Uber,korattur,perambur,156,6,Auto,,,,
Uber,korattur,perambur,121,6,Bike,,,,
Uber,korattur,perambur,175,1,Uber Go,,,,
Uber,korattur,perambur,199,3,Uber XL,,,,
Ola,korattur,perambur,142,7,Auto,,,,
Ola,korattur,perambur,50,6,Bike,,,,
Ola,korattur,perambur,182,9,Mini,,,,
Ola,korattur,perambur,186,9,Prime Sedan,,,,
Rapido,korattur,perambur,240,9,Auto,,,,
Rapido,korattur,perambur,114,9,Bike,,,,
Rapido,korattur,perambur,172,5,Cab,,,,
Uber,korattur,villivakkam,92,1,Auto,,,,
Uber,korattur,villivakkam,65,5,Bike,,,,
Uber,korattur,villivakkam,134,3,Uber Go,,,,
Uber,korattur,villivakkam,169,7,Uber XL,,,,
Ola,korattur,villivakkam,82,2,Auto,,,,
Ola,korattur,villivakkam,25,4,Bike,,,,
Ola,korattur,villivakkam,141,3,Mini,,,,
Ola,korattur,villivakkam,140,4,Prime Sedan,,,,
Rapido,korattur,villivakkam,150,8,Auto,,,,
Rapido,korattur,villivakkam,57,5,Bike,,,,
Rapido,korattur,villivakkam,125,1,Cab,,,,
Uber,kovalam,kelambakkam,123,8,Auto,,,,
Uber,kovalam,kelambakkam,49,1,Bike,,,,
Uber,kovalam,kelambakkam,135,5,Uber Go,,,,
Uber,kovalam,kelambakkam,145,2,Uber XL,,,,
Ola,kovalam,kelambakkam,110,5,Auto,,,,
Ola,kovalam,kelambakkam,28,1,Bike,,,,
Ola,kovalam,kelambakkam,259,6,Mini,,,,
Ola,kovalam,kelambakkam,287,1,Prime Sedan,,,,
Rapido,kovalam,kelambakkam,104,1,Auto,,,,
Rapido,kovalam,kelambakkam,40,4,Bike,,,,
Rapido,kovalam,kelambakkam,200,2,Cab,,,,
Uber,kovilanchery,pallikaranai,156,7,Auto,,,,
Uber,kovilanchery,pallikaranai,78,4,Bike,,,,
Uber,kovilanchery,pallikaranai,159,1,Uber Go,,,,
Uber,kovilanchery,pallikaranai,188,2,Uber XL,,,,
Ola,kovilanchery,pallikaranai,180,5,Auto,,,,
Ola,kovilanchery,pallikaranai,60,2,Bike,,,,
Ola,kovilanchery,pallikaranai,224,5,Mini,,,,
Ola,kovilanchery,pallikaranai,246,9,Prime Sedan,,,,
Rapido,kovilanchery,pallikaranai,158,5,Auto,,,,
Rapido,kovilanchery,pallikaranai,77,2,Bike,,,,
Rapido,kovilanchery,pallikaranai,296,1,Cab,,,,
Uber,kovilanchery,ponmar,92,3,Auto,,,,
Uber,kovilanchery,ponmar,39,3,Bike,,,,
Uber,kovilanchery,ponmar,102,5,Uber Go,,,,
Uber,kovilanchery,ponmar,132,2,Uber XL,,,,
Ola,kovilanchery,ponmar,77,3,Auto,,,,
Ola,kovilanchery,ponmar,25,9,Bike,,,,
Ola,kovilanchery,ponmar,156,9,Mini,,,,
Ola,kovilanchery,ponmar,165,3,Prime Sedan,,,,
Rapido,kovilanchery,ponmar,95,2,Auto,,,,
Rapido,kovilanchery,ponmar,31,2,Bike,,,,
Rapido,kovilanchery,ponmar,138,3,Cab,,,,
Uber,Koyambedu,Anna Arch,114,2,Auto,,,,
Uber,Koyambedu,Anna Arch,54,2,Bike,,,,
Uber,Koyambedu,Anna Arch,122,4,Uber Go,,,,
Uber,Koyambedu,Anna Arch,263,4,Uber XL,,,,
Ola,Koyambedu,Anna Arch,133,1,Auto,,,,
Ola,Koyambedu,Anna Arch,33,2,Bike,,,,
Ola,Koyambedu,Anna Arch,119,1,Mini,,,,
Ola,Koyambedu,Anna Arch,125,2,Prime Sedan,,,,
Rapido,Koyambedu,Anna Arch,125,1,Cab,,,,
Rapido,Koyambedu,Anna Arch,159,1,Auto,,,,
Rapido,Koyambedu,Anna Arch,56,1,Bike,,,,
Uber,koyambedu,thirumangalam,102,5,Auto,,,,
Uber,koyambedu,thirumangalam,46,3,Bike,,,,
Uber,koyambedu,thirumangalam,212,3,Uber Go,,,,
Uber,koyambedu,thirumangalam,257,5,Uber XL,,,,
Ola,koyambedu,thirumangalam,81,1,Auto,,,,
Ola,koyambedu,thirumangalam,25,9,Bike,,,,
Ola,koyambedu,thirumangalam,224,3,Mini,,,,
Ola,koyambedu,thirumangalam,225,4,Prime Sedan,,,,
Rapido,koyambedu,thirumangalam,95,2,Auto,,,,
Rapido,koyambedu,thirumangalam,28,5,Bike,,,,
Rapido,koyambedu,thirumangalam,150,2,Cab,,,,
Uber,light house,mundakanni amman,132,1,Auto,,,,
Uber,light house,mundakanni amman,49,5,Bike,,,,
Uber,light house,mundakanni amman,127,3,Uber Go,,,,
Uber,light house,mundakanni amman,219,7,Uber XL,,,,
Ola,light house,mundakanni amman,63,2,Auto,,,,
Ola,light house,mundakanni amman,25,4,Bike,,,,
Ola,light house,mundakanni amman,137,3,Mini,,,,
Ola,light house,mundakanni amman,165,4,Prime Sedan,,,,
Rapido,light house,mundakanni amman,105,8,Auto,,,,
Rapido,light house,mundakanni amman,35,5,Bike,,,,
Rapido,light house,mundakanni amman,125,1,Cab,,,,
Uber,little mount,ponmar,318,5,Auto,,,,
Uber,little mount,ponmar,285,3,Bike,,,,
Uber,little mount,ponmar,319,1,Uber Go,,,,
Uber,little mount,ponmar,349,6,Uber XL,,,,
Ola,little mount,ponmar,404,1,Auto,,,,
Ola,little mount,ponmar,200,1,Bike,,,,
Ola,little mount,ponmar,573,4,Mini,,,,
Ola,little mount,ponmar,704,3,Prime Sedan,,,,
Rapido,little mount,ponmar,319,1,Auto,,,,
Rapido,little mount,ponmar,245,8,Bike,,,,
Rapido,little mount,ponmar,520,4,Cab,,,,
Uber,Madhavaram,valasaravakam,204,4,Bike,,,,
Uber,Madhavaram,valasaravakam,409,6,Uber Go,,,,
Uber,Madhavaram,valasaravakam,349,2,Auto,,,,
Uber,Madhavaram,valasaravakam,767,8,Uber XL,,,,
Ola,Madhavaram,valasaravakam,294,1,Auto,,,,
Ola,Madhavaram,valasaravakam,130,2,Bike,,,,
Ola,Madhavaram,valasaravakam,428,5,Mini,,,,
Ola,Madhavaram,valasaravakam,428,4,Prime Sedan,,,,
Rapido,Madhavaram,valasaravakam,281,1,Auto,,,,
Rapido,Madhavaram,valasaravakam,200,1,Bike,,,,
Rapido,Madhavaram,valasaravakam,375,1,cab,,,,
Uber,madipakkam,puzhithivakkam,113,5,Auto,,,,
Uber,madipakkam,puzhithivakkam,51,9,Bike,,,,
Uber,madipakkam,puzhithivakkam,121,6,Uber Go,,,,
Uber,madipakkam,puzhithivakkam,149,1,Uber XL,,,,
Ola,madipakkam,puzhithivakkam,69,6,Auto,,,,
Ola,madipakkam,puzhithivakkam,25,1,Bike,,,,
Ola,madipakkam,puzhithivakkam,137,3,Mini,,,,
Ola,madipakkam,puzhithivakkam,162,5,Prime Sedan,,,,
Rapido,madipakkam,puzhithivakkam,90,4,Auto,,,,
Rapido,madipakkam,puzhithivakkam,125,9,Cab,,,,
Uber,mambakkam,kaiveli,254,4,Auto,,,,
Uber,mambakkam,kaiveli,153,4,Bike,,,,
Uber,mambakkam,kaiveli,255,5,Uber Go,,,,
Uber,mambakkam,kaiveli,256,3,Uber XL,,,,
Ola,mambakkam,kaiveli,268,2,Auto,,,,
Ola,mambakkam,kaiveli,130,2,Bike,,,,
Ola,mambakkam,kaiveli,399,1,Mini,,,,
Ola,mambakkam,kaiveli,456,3,Prime Sedan,,,,
Rapido,mambakkam,kaiveli,250,1,Auto,,,,
Rapido,mambakkam,kaiveli,169,1,Bike,,,,
Rapido,mambakkam,kaiveli,393,7,Cab,,,,
Uber,mambalam,avadi,421,3,Auto,,,,
Uber,mambalam,avadi,365,5,Bike,,,,
Uber,mambalam,avadi,425,4,Uber Go,,,,
Uber,mambalam,avadi,596,5,Uber XL,,,,
Ola,mambalam,avadi,410,4,Auto,,,,
Ola,mambalam,avadi,175,6,Bike,,,,
Ola,mambalam,avadi,443,5,Mini,,,,
Ola,mambalam,avadi,515,7,Prime Sedan,,,,
Rapido,mambalam,avadi,490,3,Auto,,,,
Rapido,mambalam,avadi,350,5,Bike,,,,
Rapido,mambalam,avadi,446,2,Cab,,,,
Uber,mambalam,chetpet,121,2,Auto,,,,
Uber,mambalam,chetpet,88,3,Bike,,,,
Uber,mambalam,chetpet,135,2,Uber Go,,,,
Uber,mambalam,chetpet,194,6,Uber XL,,,,
Ola,mambalam,chetpet,98,1,Auto,,,,
Ola,mambalam,chetpet,25,1,Bike,,,,
Ola,mambalam,chetpet,143,6,Mini,,,,
Ola,mambalam,chetpet,143,4,Prime Sedan,,,,
Rapido,mambalam,chetpet,176,3,Auto,,,,
Rapido,mambalam,chetpet,76,1,Bike,,,,
Rapido,mambalam,chetpet,128,3,Cab,,,,
Uber,manavur,putlur,854,9,Auto,,,,
Uber,manavur,putlur,496,9,Bike,,,,
Uber,manavur,putlur,845,3,Uber Go,,,,
Uber,manavur,putlur,869,3,Uber XL,,,,
Ola,manavur,putlur,856,3,Auto,,,,
Ola,manavur,putlur,420,6,Bike,,,,
Ola,manavur,putlur,856,4,Mini,,,,
Ola,manavur,putlur,1169,6,Prime Sedan,,,,
Rapido,manavur,putlur,889,3,Auto,,,,
Rapido,manavur,putlur,422,1,Bike,,,,
Rapido,manavur,putlur,886,4,Cab,,,,
Uber,mandeveli,light house,196,1,Auto,,,,
Uber,mandeveli,light house,59,4,Bike,,,,
Uber,mandeveli,light house,215,3,Uber Go,,,,
Uber,mandeveli,light house,274,4,Uber XL,,,,
Ola,mandeveli,light house,136,6,Auto,,,,
Ola,mandeveli,light house,50,7,Bike,,,,
Ola,mandeveli,light house,244,4,Mini,,,,
Ola,mandeveli,light house,153,1,Prime Sedan,,,,
Rapido,mandeveli,light house,135,3,Auto,,,,
Rapido,mandeveli,light house,51,7,Bike,,,,
Rapido,mandeveli,light house,125,5,Cab,,,,
Uber,medavakkam,madurapakkam,168,1,Auto,,,,
Uber,medavakkam,madurapakkam,80,2,Bike,,,,
Uber,medavakkam,madurapakkam,171,4,Uber Go,,,,
Uber,medavakkam,madurapakkam,186,7,Uber XL,,,,
Ola,medavakkam,madurapakkam,179,1,Auto,,,,
Ola,medavakkam,madurapakkam,60,1,Bike,,,,
Ola,medavakkam,madurapakkam,217,1,Mini,,,,
Ola,medavakkam,madurapakkam,239,4,Prime Sedan,,,,
Rapido,medavakkam,madurapakkam,161,3,Auto,,,,
Rapido,medavakkam,madurapakkam,80,2,Bike,,,,
Rapido,medavakkam,madurapakkam,302,1,Cab,,,,
Uber,Medavakkam,Royapet,331,2,Auto,,,,
Uber,Medavakkam,Royapet,234,3,Bike,,,,
Uber,Medavakkam,Royapet,429,4,Uber Go,,,,
Uber,Medavakkam,Royapet,852,6,Uber XL,,,,
Ola,Medavakkam,Royapet,584,1,Auto,,,,
Ola,Medavakkam,Royapet,175,4,Bike,,,,
Ola,Medavakkam,Royapet,515,4,Mini,,,,
Ola,Medavakkam,Royapet,516,4,Prime Sedan,,,,
Rapido,Medavakkam,Royapet,342,4,Auto,,,,
Rapido,Medavakkam,Royapet,227,4,Bike,,,,
Rapido,Medavakkam,Royapet,411,4,Cab,,,,
Uber,MGR salai,periyamedu,225,5,Auto,,,,
Uber,MGR salai,periyamedu,102,9,Bike,,,,
Uber,MGR salai,periyamedu,241,6,Uber Go,,,,
Uber,MGR salai,periyamedu,287,1,Uber XL,,,,
Ola,MGR salai,periyamedu,216,4,Auto,,,,
Ola,MGR salai,periyamedu,90,1,Bike,,,,
Ola,MGR salai,periyamedu,255,4,Mini,,,,
Ola,MGR salai,periyamedu,278,1,Prime Sedan,,,,
Rapido,MGR salai,periyamedu,235,4,Auto,,,,
Rapido,MGR salai,periyamedu,239,9,Cab,,,,
Uber,Minjur,tiruvallur,134,5,Auto,,,,
Uber,Minjur,tiruvallur,28,4,Bike,,,,
Uber,Minjur,tiruvallur,138,7,Uber Go,,,,
Uber,Minjur,tiruvallur,231,4,Uber XL,,,,
Ola,Minjur,tiruvallur,131,6,Auto,,,,
Ola,Minjur,tiruvallur,25,1,Bike,,,,
Ola,Minjur,tiruvallur,131,3,Mini,,,,
Ola,Minjur,tiruvallur,139,4,Prime Sedan,,,,
Rapido,Minjur,tiruvallur,131,1,Auto,,,,
Rapido,Minjur,tiruvallur,21,4,Bike,,,,
